,Unnamed: 0,origin_x,origin_y,destination_x,destination_y,treq,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes,PT_fare,u_PT
83,83,19.88948,50.01844,20.06400505456663,49.972753688256766,2024-03-28 07:53:41,True,3.0,3798.0,1658.0109172797804,1.0,2340.0,122.0,"[['TRAM', 960, 4663], ['WALK', 60, 75], ['BUS', 1380, 11123], ['WALK', 1276, 1581]]",3.457,23.92273035079872
84,84,19.88948,50.01844,19.913369446744525,50.00420819012255,2024-03-28 08:12:51,True,3.0,1148.0,737.8017142764951,0.0,540.0,2.0,"[['WALK', 50, 43], ['BUS', 540, 3240], ['WALK', 556, 694]]",1.567,7.774843333279555
85,85,19.88948,50.01844,19.971092603205765,50.06354811678362,2024-03-28 07:50:20,True,3.0,2179.0,533.3100827008595,0.0,1740.0,2.0,"[['TRAM', 1740, 9627], ['WALK', 437, 533]]",2.827,12.04197548242168
86,86,19.88948,50.01844,19.914635113529016,50.04779141022027,2024-03-28 07:51:35,True,3.0,1424.0,868.0311052537324,0.0,720.0,2.0,"[['TRAM', 720, 4704], ['WALK', 702, 867]]",1.756,9.353514780646774
87,87,19.88948,50.01844,19.93821113326165,50.05198433658395,2024-03-28 08:05:47,True,3.0,1167.0,227.69127818867133,0.0,960.0,2.0,"[['TRAM', 960, 6019], ['WALK', 205, 227]]",2.008,6.710199122767249
88,88,19.88948,50.01844,19.92588842901963,50.09381953241741,2024-03-28 07:55:10,True,3.0,2884.0,488.99014284561883,0.0,2460.0,2.0,"[['TRAM', 2460, 11996], ['WALK', 422, 488]]",3.5829999999999997,15.059442499932777
89,89,19.88948,50.01844,19.92168228026507,50.02823775641421,2024-03-28 08:09:28,True,3.0,819.0,533.8386766813819,0.0,360.0,2.0,"[['TRAM', 360, 2784], ['WALK', 457, 533]]",1.3780000000000001,5.7660589473080615
90,90,19.88948,50.01844,19.956319315310267,50.06798740392809,2024-03-28 07:55:50,True,3.0,2135.0,537.491330819571,0.0,1680.0,2.0,"[['TRAM', 1680, 8862], ['WALK', 453, 537]]",2.764,11.793366096447498
91,91,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 07:56:54,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
92,92,19.88948,50.01844,19.925410714188555,50.032779224490085,2024-03-28 07:50:36,True,3.0,735.0,281.9347443529082,0.0,480.0,2.0,"[['TRAM', 480, 3065], ['WALK', 253, 281]]",1.504,4.842619342058631
93,93,19.88948,50.01844,19.86152711303839,50.01791522363754,2024-03-28 07:54:05,True,3.0,1193.0,1205.108714276495,0.0,240.0,2.0,"[['WALK', 50, 43], ['BUS', 240, 1511], ['WALK', 901, 1161]]",1.252,9.135800833279555
94,94,19.88948,50.01844,20.009873824321133,50.034131668100216,2024-03-28 07:48:16,True,3.0,2714.0,383.84640600979725,1.0,1980.0,422.0,"[['WALK', 50, 43], ['BUS', 1140, 6366], ['BUS', 840, 4009], ['WALK', 262, 340]]",3.079,16.95210403505715
95,95,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 07:56:25,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
96,96,19.88948,50.01844,19.88011039203673,50.014883949384775,2024-03-28 07:48:23,True,3.0,685.0,664.9537368293682,0.0,120.0,2.0,"[['WALK', 199, 201], ['BUS', 120, 943], ['WALK', 364, 462]]",1.126,5.438896798171314
97,97,19.88948,50.01844,19.93822362825267,50.049209082554,2024-03-28 07:51:44,True,3.0,1130.0,186.7574210471971,0.0,960.0,2.0,"[['TRAM', 960, 6019], ['WALK', 168, 186]]",2.008,6.471418289441984
98,98,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 07:59:41,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
99,99,19.88948,50.01844,19.93562969314135,50.087582303139854,2024-03-28 07:48:41,True,3.0,2613.0,326.64572931873505,0.0,2340.0,2.0,"[['TRAM', 2340, 11379], ['WALK', 271, 326]]",3.457,13.566433421025955
100,100,19.88948,50.01844,20.00319965158005,50.08393502399752,2024-03-28 07:51:15,True,3.0,2715.0,748.7523007318641,0.0,2040.0,2.0,"[['WALK', 50, 43], ['BUS', 2040, 12920], ['WALK', 623, 704]]",3.142,14.663721754269208
101,101,19.88948,50.01844,19.90970544339953,50.07170128606364,2024-03-28 07:48:13,True,3.0,2132.0,772.8616390943354,1.0,1440.0,78.0,"[['TRAM', 900, 5468], ['WALK', 164, 215], ['BUS', 540, 2694], ['WALK', 450, 557]]",2.512,14.356359561383623
102,102,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:12:12,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
103,103,19.88948,50.01844,19.86152711303839,50.01791522363754,2024-03-28 08:09:32,True,3.0,1193.0,1205.108714276495,0.0,240.0,2.0,"[['WALK', 50, 43], ['BUS', 240, 1511], ['WALK', 901, 1161]]",1.252,9.135800833279555
104,104,19.88948,50.01844,19.89025801381177,50.09184543984393,2024-03-28 08:11:42,True,3.0,2819.0,677.9068872130473,2.0,2220.0,60.0,"[['TRAM', 360, 2784], ['WALK', 62, 79], ['BUS', 1140, 4846], ['BUS', 720, 4721], ['WALK', 477, 598]]",3.331,18.97545684207611
105,105,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 07:52:02,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
106,106,19.88948,50.01844,19.966280112814403,50.03784569637047,2024-03-28 07:48:12,True,3.0,1727.0,683.6964887106566,0.0,1140.0,2.0,"[['WALK', 50, 43], ['BUS', 1140, 6366], ['WALK', 535, 640]]",2.197,10.189229517478832
107,107,19.88948,50.01844,19.98485702298316,50.08796386842873,2024-03-28 07:52:50,True,3.0,2847.0,635.5597443561347,1.0,2280.0,56.0,"[['TRAM', 1680, 8862], ['WALK', 186, 244], ['BUS', 600, 3324], ['WALK', 325, 390]]",3.3939999999999997,17.223431842077453
108,108,19.88948,50.01844,20.01864836410917,50.01189488594205,2024-03-28 07:57:05,True,3.0,2560.0,424.60880450412117,1.0,2160.0,42.0,"[['TRAM', 1680, 9121], ['WALK', 80, 103], ['BUS', 480, 3094], ['WALK', 278, 321]]",3.268,15.348884692940707
109,109,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 07:51:50,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
110,110,19.88948,50.01844,19.8944574398021,50.00234556464199,2024-03-28 08:11:13,True,3.0,946.0,636.265285705758,0.0,420.0,2.0,"[['WALK', 50, 43], ['BUS', 420, 2517], ['WALK', 474, 592]]",1.4409999999999998,6.636547499950255
111,111,19.88948,50.01844,20.00775520826945,50.09150013954137,2024-03-28 07:57:07,True,3.0,2448.0,313.77314284723224,0.0,2160.0,2.0,"[['WALK', 50, 43], ['BUS', 2160, 13550], ['WALK', 236, 270]]",3.268,12.67234333327552
112,112,19.88948,50.01844,19.97507830224864,50.03920911861551,2024-03-28 08:04:22,True,3.0,2266.0,1383.6223157741047,0.0,1140.0,2.0,"[['WALK', 50, 43], ['BUS', 1140, 6366], ['WALK', 1074, 1339]]",2.197,14.272130175348945
113,113,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 07:56:49,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
114,114,19.88948,50.01844,19.86517482021967,49.99033788575227,2024-03-28 07:47:51,True,3.0,960.0,124.51618796427199,0.0,840.0,2.0,"[['WALK', 50, 43], ['BUS', 840, 4939], ['WALK', 68, 81]]",1.882,5.562344429791586
115,115,19.88948,50.01844,19.93849826408901,50.06247416717434,2024-03-28 07:59:56,True,3.0,1848.0,499.54880449282757,0.0,1380.0,2.0,"[['TRAM', 1380, 7293], ['WALK', 466, 498]]",2.449,10.207034692874828
116,116,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 08:04:43,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
117,117,19.88948,50.01844,19.750020781917765,50.04298906178825,2024-03-28 08:07:45,True,3.0,3359.0,1581.146240596785,1.0,1920.0,211.0,"[['TRAM', 720, 4704], ['WALK', 151, 196], ['BUS', 1200, 11205], ['WALK', 1077, 1384]]",3.016,22.186353070147916
118,118,19.88948,50.01844,19.947149505549167,50.06925456517236,2024-03-28 08:04:26,True,3.0,2038.0,723.0248270602209,0.0,1440.0,2.0,"[['TRAM', 1440, 7785], ['WALK', 596, 722]]",2.512,11.783644824517957
119,119,19.88948,50.01844,19.903453043152297,49.986252508501714,2024-03-28 08:13:13,True,3.0,2086.0,108.26745864231023,1.0,1380.0,602.0,"[['WALK', 50, 43], ['BUS', 960, 5534], ['BUS', 420, 2944], ['WALK', 54, 64]]",2.449,13.874560175413476
120,120,19.88948,50.01844,19.940892831697568,50.03098883384271,2024-03-28 07:59:41,True,3.0,1230.0,478.8799774390601,0.0,840.0,2.0,"[['TRAM', 840, 4303], ['WALK', 388, 478]]",1.882,7.629466535061184
121,121,19.88948,50.01844,19.90664300481499,50.03013095170665,2024-03-28 07:58:47,True,3.0,597.0,478.4387443512949,0.0,180.0,2.0,"[['TRAM', 180, 1596], ['WALK', 415, 478]]",1.189,4.623892675382553
122,122,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 08:14:45,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
123,123,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 08:00:54,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
124,124,19.88948,50.01844,19.940467095465014,50.04841888952842,2024-03-28 08:06:06,True,3.0,1530.0,524.2580826960192,0.0,1080.0,2.0,"[['TRAM', 1080, 6263], ['WALK', 448, 523]]",2.134,8.986172149060113
125,125,19.88948,50.01844,19.86152711303839,50.01791522363754,2024-03-28 07:45:18,True,3.0,1193.0,1205.108714276495,0.0,240.0,2.0,"[['WALK', 50, 43], ['BUS', 240, 1511], ['WALK', 901, 1161]]",1.252,9.135800833279555
126,126,19.88948,50.01844,19.903453043152297,49.986252508501714,2024-03-28 08:10:21,True,3.0,2086.0,108.26745864231023,1.0,1380.0,602.0,"[['WALK', 50, 43], ['BUS', 960, 5534], ['BUS', 420, 2944], ['WALK', 54, 64]]",2.449,13.874560175413476
127,127,19.88948,50.01844,20.02368742428604,50.07018381819872,2024-03-28 08:03:43,True,3.0,2913.0,810.4642481041915,1.0,1980.0,242.0,"[['WALK', 50, 43], ['BUS', 1560, 10225], ['BUS', 420, 2317], ['WALK', 641, 766]]",3.079,18.18070811394112
128,128,19.88948,50.01844,19.85070241837846,50.030662414247296,2024-03-28 07:52:04,True,3.0,962.0,670.4044962325834,0.0,420.0,2.0,"[['WALK', 50, 43], ['BUS', 420, 3049], ['WALK', 490, 626]]",1.4409999999999998,6.8356928946900695
129,129,19.88948,50.01844,19.900957039209576,50.0195528675999,2024-03-28 07:58:40,True,3.0,400.0,379.8008120212078,0.0,60.0,2.0,"[['TRAM', 60, 671], ['WALK', 338, 379]]",1.063,3.502504736790379
130,130,19.88948,50.01844,20.062020761490665,50.09881658491011,2024-03-28 07:58:27,True,3.0,3545.0,481.5222180326183,2.0,2700.0,424.0,"[['WALK', 50, 43], ['BUS', 1620, 10631], ['WALK', 62, 79], ['TRAM', 720, 3804], ['WALK', 56, 71], ['BUS', 360, 2075], ['WALK', 253, 287]]",3.8349999999999995,22.561879605190274
131,131,19.88948,50.01844,19.86111742050041,50.00647464250644,2024-03-28 07:58:05,True,3.0,768.0,396.59190976430705,0.0,420.0,2.0,"[['WALK', 199, 201], ['BUS', 420, 2678], ['WALK', 147, 194]]",1.4409999999999998,5.238452806958458
132,132,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:07:43,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
133,133,19.88948,50.01844,19.97079591096029,50.02918125111447,2024-03-28 07:49:13,True,3.0,1803.0,573.9392556309583,1.0,1320.0,2.0,"[['TRAM', 960, 4663], ['WALK', 60, 75], ['BUS', 360, 2136], ['WALK', 421, 497]]",2.386,12.117978991180589
134,134,19.88948,50.01844,19.952184584477106,50.02572924887218,2024-03-28 07:56:57,True,3.0,1770.0,408.61539097401055,1.0,1140.0,302.0,"[['TRAM', 960, 4663], ['WALK', 60, 75], ['BUS', 180, 1228], ['WALK', 268, 332]]",2.197,12.43458978068173
135,135,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:07:59,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
136,136,19.88948,50.01844,19.931234427840387,50.01286261264468,2024-03-28 08:13:00,True,3.0,1530.0,577.8906541236687,1.0,960.0,62.0,"[['TRAM', 780, 4444], ['TRAM', 180, 928], ['WALK', 508, 577]]",2.008,10.923028815721402
137,137,19.88948,50.01844,19.86517482021967,49.99033788575227,2024-03-28 07:54:25,True,3.0,960.0,124.51618796427199,0.0,840.0,2.0,"[['WALK', 50, 43], ['BUS', 840, 4939], ['WALK', 68, 81]]",1.882,5.562344429791586
138,138,19.88948,50.01844,20.01834513593119,50.08950864979395,2024-03-28 08:12:27,True,3.0,3209.0,296.72833081957106,0.0,2940.0,2.0,"[['TRAM', 2940, 15427], ['WALK', 267, 296]]",4.087,16.121915263114165
139,139,19.88948,50.01844,19.91457495172714,50.024170039479344,2024-03-28 07:48:53,True,3.0,952.0,850.6867368309817,0.0,240.0,2.0,"[['TRAM', 240, 2187], ['WALK', 710, 850]]",1.252,7.068339298180726
140,140,19.88948,50.01844,19.990277738499344,50.02297779997344,2024-03-28 08:03:47,True,3.0,1916.0,652.7330827008593,1.0,1380.0,2.0,"[['TRAM', 960, 4663], ['WALK', 60, 75], ['BUS', 420, 3878], ['WALK', 474, 576]]",2.449,12.850609649088346
141,141,19.88948,50.01844,19.90664300481499,50.03013095170665,2024-03-28 08:07:48,True,3.0,597.0,478.4387443512949,0.0,180.0,2.0,"[['TRAM', 180, 1596], ['WALK', 415, 478]]",1.189,4.623892675382553
142,142,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:05:45,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
143,143,19.88948,50.01844,19.93419539069741,50.07058544963221,2024-03-28 08:04:59,True,3.0,2149.0,406.6115263073829,0.0,1800.0,2.0,"[['TRAM', 1800, 9003], ['WALK', 347, 406]]",2.8899999999999997,11.5759005701264
144,144,19.88948,50.01844,19.93849826408901,50.06247416717434,2024-03-28 07:57:03,True,3.0,1848.0,499.54880449282757,0.0,1380.0,2.0,"[['TRAM', 1380, 7293], ['WALK', 466, 498]]",2.449,10.207034692874828
145,145,19.88948,50.01844,19.983278135376565,50.06646184075096,2024-03-28 08:05:36,True,3.0,2659.0,781.1604887074299,0.0,1980.0,2.0,"[['TRAM', 1980, 10785], ['WALK', 677, 780]]",3.079,14.579769517460008
146,146,19.88948,50.01844,19.923458794539304,50.05679640240351,2024-03-28 08:10:36,True,3.0,1673.0,729.578067666686,1.0,1080.0,18.0,"[['TRAM', 900, 5468], ['WALK', 164, 215], ['BUS', 180, 839], ['WALK', 411, 514]]",2.134,12.045872061389003
147,147,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 07:59:11,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
148,148,19.88948,50.01844,19.90970544339953,50.07170128606364,2024-03-28 08:12:27,True,3.0,2132.0,772.8616390943354,1.0,1440.0,78.0,"[['TRAM', 900, 5468], ['WALK', 164, 215], ['BUS', 540, 2694], ['WALK', 450, 557]]",2.512,14.356359561383623
149,149,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:09:03,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
150,150,19.88948,50.01844,19.8904281607904,50.01147754141,2024-03-28 07:52:00,True,3.0,725.0,694.6383984830309,0.0,120.0,2.0,"[['WALK', 50, 43], ['BUS', 120, 842], ['WALK', 553, 650]]",1.126,5.612057324484347
151,151,19.88948,50.01844,19.92168228026507,50.02823775641421,2024-03-28 08:06:25,True,3.0,819.0,533.8386766813819,0.0,360.0,2.0,"[['TRAM', 360, 2784], ['WALK', 457, 533]]",1.3780000000000001,5.7660589473080615
152,152,19.88948,50.01844,19.886275110704297,50.022902472667816,2024-03-28 08:07:14,True,3.0,794.0,952.5506616391419,0.0,0.0,0.0,"[['WALK', 794, 952]]",1.0,6.556545526228328
153,153,19.88948,50.01844,19.941532571499973,50.04104459668561,2024-03-28 08:13:41,True,3.0,1248.0,233.96398495130654,0.0,1020.0,2.0,"[['TRAM', 1020, 5330], ['WALK', 226, 233]]",2.0709999999999997,7.019789912215955
154,154,19.88948,50.01844,19.946976008268063,50.05173995678817,2024-03-28 08:09:08,True,3.0,1582.0,534.8379022375404,0.0,1080.0,2.0,"[['TRAM', 1080, 6263], ['WALK', 500, 534]]",2.134,9.04788776305232
155,155,19.88948,50.01844,19.952184584477106,50.02572924887218,2024-03-28 08:04:06,True,3.0,1770.0,408.61539097401055,1.0,1140.0,302.0,"[['TRAM', 960, 4663], ['WALK', 60, 75], ['BUS', 180, 1228], ['WALK', 268, 332]]",2.197,12.43458978068173
156,156,19.88948,50.01844,19.903453043152297,49.986252508501714,2024-03-28 07:55:01,True,3.0,2086.0,108.26745864231023,1.0,1380.0,602.0,"[['WALK', 50, 43], ['BUS', 960, 5534], ['BUS', 420, 2944], ['WALK', 54, 64]]",2.449,13.874560175413476
157,157,19.88948,50.01844,19.95211908164373,50.05600890945578,2024-03-28 08:07:24,True,3.0,2019.0,887.4690225415798,0.0,1260.0,2.0,"[['TRAM', 1260, 6950], ['WALK', 757, 887]]",2.323,11.923902631492549
158,158,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 08:08:02,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
159,159,19.88948,50.01844,19.93849826408901,50.06247416717434,2024-03-28 07:59:53,True,3.0,1848.0,499.54880449282757,0.0,1380.0,2.0,"[['TRAM', 1380, 7293], ['WALK', 466, 498]]",2.449,10.207034692874828
160,160,19.88948,50.01844,19.90664300481499,50.03013095170665,2024-03-28 07:49:22,True,3.0,597.0,478.4387443512949,0.0,180.0,2.0,"[['TRAM', 180, 1596], ['WALK', 415, 478]]",1.189,4.623892675382553
161,161,19.88948,50.01844,19.951528452088738,50.06393838914402,2024-03-28 07:59:35,True,3.0,1961.0,481.1133082634711,0.0,1560.0,2.0,"[['TRAM', 1560, 8231], ['WALK', 399, 480]]",2.638,10.91849429820358
162,162,19.88948,50.01844,19.86152711303839,50.01791522363754,2024-03-28 07:58:17,True,3.0,1193.0,1205.108714276495,0.0,240.0,2.0,"[['WALK', 50, 43], ['BUS', 240, 1511], ['WALK', 901, 1161]]",1.252,9.135800833279555
163,163,19.88948,50.01844,19.896832819715183,50.02338990498389,2024-03-28 07:48:07,True,3.0,478.0,439.95178946833465,0.0,120.0,2.0,"[['TRAM', 120, 1182], ['WALK', 356, 439]]",1.126,4.126385438565285
164,164,19.88948,50.01844,20.016992903134145,50.08680806509105,2024-03-28 08:01:18,True,3.0,3236.0,474.1083759301574,0.0,2820.0,2.0,"[['TRAM', 2820, 14808], ['WALK', 414, 473]]",3.9610000000000003,16.61063219292592
165,165,19.88948,50.01844,19.93562969314135,50.087582303139854,2024-03-28 08:13:41,True,3.0,2613.0,326.64572931873505,0.0,2340.0,2.0,"[['TRAM', 2340, 11379], ['WALK', 271, 326]]",3.457,13.566433421025955
